fecha,CVE_ENT,def_registradas
2020-01-07,23,11
2020-01-07,24,51
2020-01-07,25,38
2020-01-07,26,77
2020-01-07,27,15
2020-01-07,28,62
2020-01-07,29,14
2020-01-07,3,10
2020-01-07,30,2
2020-01-07,31,31
2020-01-07,32,31
2020-01-07,39,2
2020-01-07,4,7
2020-01-07,5,59
2020-01-07,6,15
2020-01-07,7,76
2020-01-07,8,84
2020-01-07,9,255
2020-01-08,1,21
2020-01-08,10,18
2020-01-08,11,51
2020-01-08,12,49
2020-01-08,13,43
2020-01-08,14,94
2020-01-08,15,259
2020-01-08,16,92
2020-01-08,17,36
2020-01-08,18,10
2020-01-08,19,105
2020-01-08,2,54
2020-01-08,20,70
2020-01-08,21,140
2020-01-08,22,53
2020-01-08,23,31
2020-01-08,24,39
2020-01-08,25,37
2020-01-08,26,63
2020-01-08,27,10
2020-01-08,28,68
2020-01-08,29,8
2020-01-08,3,15
2020-01-08,30,8
2020-01-08,31,20
2020-01-08,32,22
2020-01-08,39,2
2020-01-08,4,1
2020-01-08,5,70
2020-01-08,6,15
2020-01-08,7,54
2020-01-08,8,81
2020-01-08,9,265
2020-01-09,1,21
2020-01-09,10,26
2020-01-09,11,62
2020-01-09,12,35
2020-01-09,13,63
2020-01-09,14,87
2020-01-09,15,262
2020-01-09,16,88
2020-01-09,17,33
2020-01-09,18,31
2020-01-09,19,113
2020-01-09,2,54
2020-01-09,20,66
2020-01-09,21,138
2020-01-09,22,32
2020-01-09,23,22
2020-01-09,24,50
2020-01-09,25,29
2020-01-09,26,63
2020-01-09,27,15
2020-01-09,28,51
2020-01-09,29,10
2020-01-09,3,18
2020-01-09,30,6
2020-01-09,31,29
2020-01-09,32,30
2020-01-09,39,3
2020-01-09,4,2
2020-01-09,5,67
2020-01-09,6,16
2020-01-09,7,47
2020-01-09,8,89
2020-01-09,9,278
2020-01-10,1,18
2020-01-10,10,27
2020-01-10,11,92
2020-01-10,12,38
2020-01-10,13,42
2020-01-10,14,113
2020-01-10,15,303
2020-01-10,16,88
2020-01-10,17,36
2020-01-10,18,17
2020-01-10,19,109
2020-01-10,2,61
2020-01-10,20,82
2020-01-10,21,130
2020-01-10,22,42
2020-01-10,23,16
2020-01-10,24,45
2020-01-10,25,47
2020-01-10,26,57
2020-01-10,27,21
2020-01-10,28,76
2020-01-10,29,10
2020-01-10,3,8
2020-01-10,31,32
2020-01-10,32,36
2020-01-10,39,2
2020-01-10,4,12
2020-01-10,5,58
2020-01-10,6,15
2020-01-10,7,55
2020-01-10,8,64
2020-01-10,9,254
2020-01-11,1,28
2020-01-11,10,26
2020-01-11,11,99
2020-01-11,12,51
2020-01-11,13,49
2020-01-11,14,88
2020-01-11,15,308
2020-01-11,16,94
2020-01-11,17,34
2020-01-11,18,27
2020-01-11,19,110
2020-01-11,2,65
2020-01-11,20,53
2020-01-11,21,127
2020-01-11,22,30
2020-01-11,23,16
2020-01-11,24,55
2020-01-11,25,43
2020-01-11,26,53
2020-01-11,27,22
2020-01-11,28,64
2020-01-11,29,8
2020-01-11,3,12
2020-01-11,30,3
2020-01-11,31,48
2020-01-11,32,43
2020-01-11,39,3
2020-01-11,4,8
2020-01-11,5,50
2020-01-11,6,11
2020-01-11,7,43
2020-01-11,8,86
2020-01-11,9,260
2020-01-12,1,22
2020-01-12,10,18
2020-01-12,11,97
2020-01-12,12,36
2020-01-12,13,59
2020-01-12,14,104
2020-01-12,15,287
2020-01-12,16,86
2020-01-12,17,48
2020-01-12,18,21
2020-01-12,19,79
2020-01-12,2,55
2020-01-12,20,55
2020-01-12,21,142
2020-01-12,22,42
2020-01-12,23,26
2020-01-12,24,40
2020-01-12,25,51
2020-01-12,26,67
2020-01-12,27,19
2020-01-12,28,55
2020-01-12,29,16
2020-01-12,3,11
2020-01-12,30,9
2020-01-12,31,24
2020-01-12,32,33
2020-01-12,39,1
2020-01-12,4,4
2020-01-12,5,61
2020-01-12,6,12
2020-01-12,7,64
2020-01-12,8,81
2020-01-12,9,281
2020-01-13,1,28
2020-01-13,10,29
2020-01-13,11,83
2020-01-13,12,33
2020-01-13,13,55
2020-01-13,14,120
2020-01-13,15,271
2020-01-13,16,80
2020-01-13,17,34
2020-01-13,18,27
2020-01-13,19,105
2020-01-13,2,58
2020-01-13,20,67
2020-01-13,21,136
2020-01-13,22,44
2020-01-13,23,16
2020-01-13,24,47
2020-01-13,25,59
2020-01-13,26,51
2020-01-13,27,12
2020-01-13,28,42
2020-01-13,29,9
2020-01-13,3,15
2020-01-13,30,5
2020-01-13,31,24
2020-01-13,32,32
2020-01-13,39,1
2020-01-13,4,15
2020-01-13,5,64
2020-01-13,6,14
2020-01-13,7,54
2020-01-13,8,61
2020-01-13,9,263
2020-01-14,1,24
2020-01-14,10,33
2020-01-14,11,80
2020-01-14,12,49
2020-01-14,13,59
2020-01-14,14,157
2020-01-14,15,266
2020-01-14,16,80
2020-01-14,17,46
2020-01-14,18,18
2020-01-14,19,75
2020-01-14,2,63
2020-01-14,20,82
2020-01-14,21,145
2020-01-14,22,29
2020-01-14,23,18
2020-01-14,24,54
2020-01-14,25,43
2020-01-14,26,71
2020-01-14,27,12
2020-01-14,28,51
2020-01-14,29,10
2020-01-14,3,14
2020-01-14,30,3
2020-01-14,31,33
2020-01-14,32,32
2020-01-14,39,1
2020-01-14,4,6
2020-01-14,5,55
2020-01-14,6,24
2020-01-14,7,68
2020-01-14,8,78
2020-01-14,9,268
2020-01-15,1,21
2020-01-15,10,21
2020-01-15,11,87
2020-01-15,12,38
2020-01-15,13,47
2020-01-15,14,152
2020-01-15,15,235
2020-01-15,16,103
2020-01-15,17,43
2020-01-15,18,22
2020-01-15,19,116
2020-01-15,2,51
2020-01-15,20,62
2020-01-15,21,122
2020-01-15,22,40
2020-01-15,23,27
2020-01-15,24,48
2020-01-15,25,43
2020-01-15,26,65
2020-01-15,27,18
2020-01-15,28,72
2020-01-15,29,8
2020-01-15,3,11
2020-01-15,30,2
2020-01-15,31,25
2020-01-15,32,31
2020-01-15,4,7
2020-01-15,5,57
2020-01-15,6,12
2020-01-15,7,54
2020-01-15,8,76
2020-01-15,9,234
2020-01-16,1,26
2020-01-16,10,31
2020-01-16,11,93
2020-01-16,12,50
2020-01-16,13,53
2020-01-16,14,136
2020-01-16,15,273
2020-01-16,16,72
2020-01-16,17,36
2020-01-16,18,17
2020-01-16,19,99
2020-01-16,2,70
2020-01-16,20,64
2020-01-16,21,98
2020-01-16,22,44
2020-01-16,23,21
2020-01-16,24,37
2020-01-16,25,50
2020-01-16,26,69
2020-01-16,27,18
2020-01-16,28,74
2020-01-16,29,11
2020-01-16,3,20
2020-01-16,30,5
2020-01-16,31,22
2020-01-16,32,24
2020-01-16,4,7
2020-01-16,5,73
2020-01-16,6,15
2020-01-16,7,54
2020-01-16,8,71
2020-01-16,9,281
2020-01-17,1,19
2020-01-17,10,28
2020-01-17,11,61
2020-01-17,12,52
2020-01-17,13,43
2020-01-17,14,139
2020-01-17,15,240
2020-01-17,16,92
2020-01-17,17,37
2020-01-17,18,26
2020-01-17,19,90
2020-01-17,2,56
2020-01-17,20,53
2020-01-17,21,137
2020-01-17,22,47
2020-01-17,23,18
2020-01-17,24,47
2020-01-17,25,43
2020-01-17,26,62
2020-01-17,27,12
2020-01-17,28,50
2020-01-17,29,5
2020-01-17,3,10
2020-01-17,30,3
2020-01-17,31,22
2020-01-17,32,30
2020-01-17,39,1
2020-01-17,4,8
2020-01-17,5,50
2020-01-17,6,13
2020-01-17,7,37
2020-01-17,8,91
2020-01-17,9,224
2020-01-18,1,22
2020-01-18,10,29
2020-01-18,11,72
2020-01-18,12,28
2020-01-18,13,39
2020-01-18,14,156
2020-01-18,15,246
2020-01-18,16,79
2020-01-18,17,31
2020-01-18,18,23
2020-01-18,19,85
2020-01-18,2,49
2020-01-18,20,72
2020-01-18,21,122
2020-01-18,22,39
2020-01-18,23,11
2020-01-18,24,44
2020-01-18,25,49
2020-01-18,26,73
2020-01-18,27,17
2020-01-18,28,51
2020-01-18,29,7
2020-01-18,3,15
2020-01-18,30,8
2020-01-18,31,23
2020-01-18,32,27
2020-01-18,39,4
2020-01-18,4,4
2020-01-18,5,42
2020-01-18,6,12
2020-01-18,7,41
2020-01-18,8,90
2020-01-18,9,248
2020-01-19,1,14
2020-01-19,10,18
2020-01-19,11,72
2020-01-19,12,31
2020-01-19,13,44
2020-01-19,14,130
2020-01-19,15,267
2020-01-19,16,89
2020-01-19,17,41
2020-01-19,18,25
2020-01-19,19,84
2020-01-19,2,76
2020-01-19,20,60
2020-01-19,21,134
2020-01-19,22,18
2020-01-19,23,23
2020-01-19,24,38
2020-01-19,25,44
2020-01-19,26,53
2020-01-19,27,9
2020-01-19,28,58
2020-01-19,29,10
2020-01-19,3,7
2020-01-19,30,6
2020-01-19,31,19
2020-01-19,32,22
2020-01-19,39,2
2020-01-19,4,2
2020-01-19,5,60
2020-01-19,6,9
2020-01-19,7,69
2020-01-19,8,78
2020-01-19,9,230
2020-01-20,1,20
2020-01-20,10,17
2020-01-20,11,71
2020-01-20,12,44
2020-01-20,13,43
2020-01-20,14,147
2020-01-20,15,265
2020-01-20,16,77
2020-01-20,17,43
2020-01-20,18,22
2020-01-20,19,102
2020-01-20,2,65
2020-01-20,20,65
2020-01-20,21,114
2020-01-20,22,34
2020-01-20,23,22
2020-01-20,24,49
2020-01-20,25,45
2020-01-20,26,62
2020-01-20,27,14
2020-01-20,28,52
2020-01-20,29,9
2020-01-20,3,15
2020-01-20,30,14
2020-01-20,31,26
2020-01-20,32,39
2020-01-20,4,6
2020-01-20,5,45
2020-01-20,6,12
2020-01-20,7,60
2020-01-20,8,69
2020-01-20,9,250
2020-01-21,1,12
2020-01-21,10,24
2020-01-21,11,83
2020-01-21,12,33
2020-01-21,13,43
2020-01-21,14,150
2020-01-21,15,273
2020-01-21,16,72
2020-01-21,17,39
2020-01-21,18,22
2020-01-21,19,95
2020-01-21,2,63
2020-01-21,20,56
2020-01-21,21,138
2020-01-21,22,22
2020-01-21,23,15
2020-01-21,24,42
2020-01-21,25,53
2020-01-21,26,51
2020-01-21,27,14
2020-01-21,28,55
2020-01-21,29,14
2020-01-21,3,12
2020-01-21,30,4
2020-01-21,31,22
2020-01-21,32,29
2020-01-21,39,1
2020-01-21,4,6
2020-01-21,5,48
2020-01-21,6,11
2020-01-21,7,45
2020-01-21,8,97
2020-01-21,9,231
2020-01-22,1,15
2020-01-22,10,31
2020-01-22,11,69
2020-01-22,12,32
2020-01-22,13,48
2020-01-22,14,125
2020-01-22,15,250
2020-01-22,16,76
2020-01-22,17,34
2020-01-22,18,15
2020-01-22,19,87
2020-01-22,2,62
2020-01-22,20,61
2020-01-22,21,147
2020-01-22,22,30
2020-01-22,23,14
2020-01-22,24,51
2020-01-22,25,47
2020-01-22,26,49
2020-01-22,27,16
2020-01-22,28,50
2020-01-22,29,11
2020-01-22,3,15
2020-01-22,30,7
2020-01-22,31,17
2020-01-22,32,31
2020-01-22,39,5
2020-01-22,4,6
2020-01-22,5,66
2020-01-22,6,16
2020-01-22,7,42
2020-01-22,8,71
2020-01-22,9,251
2020-01-23,1,20
2020-01-23,10,16
2020-01-23,11,79
2020-01-23,12,33
2020-01-23,13,60
2020-01-23,14,142
2020-01-23,15,253
2020-01-23,16,60
2020-01-23,17,38
2020-01-23,18,10
2020-01-23,19,103
2020-01-23,2,63
2020-01-23,20,66
2020-01-23,21,108
2020-01-23,22,36
2020-01-23,23,20
2020-01-23,24,32
2020-01-23,25,28
2020-01-23,26,45
2020-01-23,27,9
2020-01-23,28,71
2020-01-23,29,8
2020-01-23,3,8
2020-01-23,30,4
2020-01-23,31,35
2020-01-23,32,34
2020-01-23,39,3
2020-01-23,4,7
2020-01-23,5,52
2020-01-23,6,15
2020-01-23,7,52
2020-01-23,8,68
2020-01-23,9,245
2020-01-24,1,20
2020-01-24,10,16
2020-01-24,11,68
2020-01-24,12,27
2020-01-24,13,58
2020-01-24,14,149
2020-01-24,15,250
2020-01-24,16,66
2020-01-24,17,39
2020-01-24,18,14
2020-01-24,19,95
2020-01-24,2,49
2020-01-24,20,56
2020-01-24,21,136
2020-01-24,22,33
2020-01-24,23,24
2020-01-24,24,41
2020-01-24,25,36
2020-01-24,26,56
2020-01-24,27,18
2020-01-24,28,51
2020-01-24,29,5
2020-01-24,3,10
2020-01-24,30,2
2020-01-24,31,39
2020-01-24,32,29
2020-01-24,39,4
2020-01-24,4,9
2020-01-24,5,60
2020-01-24,6,11
2020-01-24,7,48
2020-01-24,8,67
2020-01-24,9,242
2020-01-25,1,16
2020-01-25,10,30
2020-01-25,11,71
2020-01-25,12,31
2020-01-25,13,56
2020-01-25,14,127
2020-01-25,15,247
2020-01-25,16,87
2020-01-25,17,38
2020-01-25,18,12
2020-01-25,19,94
2020-01-25,2,50
2020-01-25,20,67
2020-01-25,21,133
2020-01-25,22,35
2020-01-25,23,26
2020-01-25,24,50
2020-01-25,25,36
2020-01-25,26,56
2020-01-25,27,12
2020-01-25,28,58
2020-01-25,29,16
2020-01-25,3,11
2020-01-25,30,6
2020-01-25,31,27
2020-01-25,32,29
2020-01-25,39,3
2020-01-25,4,8
2020-01-25,5,42
2020-01-25,6,16
2020-01-25,7,41
2020-01-25,8,87
2020-01-25,9,271
2020-01-26,1,23
2020-01-26,10,28
2020-01-26,11,103
2020-01-26,12,34
2020-01-26,13,38
2020-01-26,14,133
2020-01-26,15,243
2020-01-26,16,72
2020-01-26,17,43
2020-01-26,18,21
2020-01-26,19,77
2020-01-26,2,54
2020-01-26,20,52
2020-01-26,21,121
2020-01-26,22,42
2020-01-26,23,15
2020-01-26,24,50
2020-01-26,25,44
2020-01-26,26,58
2020-01-26,27,20
2020-01-26,28,61
2020-01-26,29,16
2020-01-26,3,10
2020-01-26,30,5
2020-01-26,31,28
2020-01-26,32,28
2020-01-26,39,3
2020-01-26,4,10
2020-01-26,5,48
2020-01-26,6,7
2020-01-26,7,58
2020-01-26,8,88
2020-01-26,9,268
2020-01-27,1,21
2020-01-27,10,28
2020-01-27,11,71
2020-01-27,12,35
2020-01-27,13,53
2020-01-27,14,130
2020-01-27,15,253
2020-01-27,16,84
2020-01-27,17,49
2020-01-27,18,20
2020-01-27,19,103
2020-01-27,2,52
2020-01-27,20,47
2020-01-27,21,140
2020-01-27,22,42
2020-01-27,23,24
2020-01-27,24,58
2020-01-27,25,46
2020-01-27,26,64
2020-01-27,27,10
2020-01-27,28,53
2020-01-27,29,10
2020-01-27,3,11
2020-01-27,30,5
2020-01-27,31,36
2020-01-27,32,23
2020-01-27,39,1
2020-01-27,4,5
2020-01-27,5,52
2020-01-27,6,20
2020-01-27,7,59
2020-01-27,8,78
2020-01-27,9,249
2020-01-28,1,14
2020-01-28,10,21
2020-01-28,11,93
2020-01-28,12,29
2020-01-28,13,53
2020-01-28,14,129
2020-01-28,15,245
2020-01-28,16,77
2020-01-28,17,45
2020-01-28,18,15
2020-01-28,19,98
2020-01-28,2,65
2020-01-28,20,69
2020-01-28,21,113
2020-01-28,22,32
2020-01-28,23,17
2020-01-28,24,39
2020-01-28,25,28
2020-01-28,26,61
2020-01-28,27,13
2020-01-28,28,39
2020-01-28,29,8
2020-01-28,3,12
2020-01-28,30,4
2020-01-28,31,29
2020-01-28,32,22
2020-01-28,39,1
2020-01-28,4,8
2020-01-28,5,59
2020-01-28,6,16
2020-01-28,7,36
2020-01-28,8,78
2020-01-28,9,226
2020-01-29,1,19
2020-01-29,10,23
2020-01-29,11,91
2020-01-29,12,34
2020-01-29,13,45
2020-01-29,14,145
2020-01-29,15,257
2020-01-29,16,83
2020-01-29,17,48
2020-01-29,18,15
2020-01-29,19,87
2020-01-29,2,60
2020-01-29,20,72
2020-01-29,21,114
2020-01-29,22,31
2020-01-29,23,17
2020-01-29,24,43
2020-01-29,25,31
2020-01-29,26,68
2020-01-29,27,13
2020-01-29,28,36
2020-01-29,29,5
2020-01-29,3,7
2020-01-29,30,3
2020-01-29,31,23
2020-01-29,32,26
2020-01-29,4,9
2020-01-29,5,51
2020-01-29,6,18
2020-01-29,7,55
2020-01-29,8,65
2020-01-29,9,228
2020-01-30,1,19
2020-01-30,10,17
2020-01-30,11,96
2020-01-30,12,36
2020-01-30,13,44
2020-01-30,14,151
2020-01-30,15,225
2020-01-30,16,83
2020-01-30,17,36
2020-01-30,18,14
2020-01-30,19,81
2020-01-30,2,52
2020-01-30,20,59
2020-01-30,21,111
2020-01-30,22,34
2020-01-30,23,21
2020-01-30,24,41
2020-01-30,25,30
2020-01-30,26,50
2020-01-30,27,10
2020-01-30,28,44
2020-01-30,29,11
2020-01-30,3,10
2020-01-30,30,3
2020-01-30,31,22
2020-01-30,32,28
2020-01-30,39,2
2020-01-30,4,10
2020-01-30,5,53
2020-01-30,6,15
2020-01-30,7,44
2020-01-30,8,72
2020-01-30,9,217
2020-01-31,1,19
2020-01-31,10,25
2020-01-31,11,76
2020-01-31,12,30
2020-01-31,13,30
2020-01-31,14,125
2020-01-31,15,257
2020-01-31,16,68
2020-01-31,17,37
2020-01-31,18,9
2020-01-31,19,85
2020-01-31,2,48
2020-01-31,20,52
2020-01-31,21,115
2020-01-31,22,39
2020-01-31,23,28
2020-01-31,24,37
2020-01-31,25,34
2020-01-31,26,51
2020-01-31,27,22
2020-01-31,28,46
2020-01-31,29,10
2020-01-31,3,6
2020-01-31,30,1
2020-01-31,31,20
2020-01-31,32,23
2020-01-31,4,9
2020-01-31,5,58
2020-01-31,6,14
2020-01-31,7,47
2020-01-31,8,77
2020-01-31,9,229
2020-02-01,1,18
2020-02-01,10,39
2020-02-01,11,86
2020-02-01,12,28
2020-02-01,13,46
2020-02-01,14,139
2020-02-01,15,254
2020-02-01,16,101
2020-02-01,17,54
2020-02-01,18,17
2020-02-01,19,99
2020-02-01,2,54
2020-02-01,20,53
2020-02-01,21,124
2020-02-01,22,29
2020-02-01,23,24
2020-02-01,24,60
2020-02-01,25,41
2020-02-01,26,62
2020-02-01,27,12
2020-02-01,28,53
2020-02-01,29,9
2020-02-01,3,9
2020-02-01,30,1
2020-02-01,31,15
2020-02-01,32,31
2020-02-01,39,3
2020-02-01,4,3
2020-02-01,5,60
2020-02-01,6,16
2020-02-01,7,52
2020-02-01,8,75
2020-02-01,9,251
2020-02-02,1,18
2020-02-02,10,26
2020-02-02,11,71
2020-02-02,12,35
2020-02-02,13,52
2020-02-02,14,117
2020-02-02,15,269
2020-02-02,16,76
2020-02-02,17,38
2020-02-02,18,20
2020-02-02,19,83
2020-02-02,2,69
2020-02-02,20,46
2020-02-02,21,103
2020-02-02,22,32
2020-02-02,23,14
2020-02-02,24,58
2020-02-02,25,52
2020-02-02,26,55
2020-02-02,27,11
2020-02-02,28,57
2020-02-02,29,9
2020-02-02,3,13
2020-02-02,30,4
2020-02-02,31,30
2020-02-02,32,30
2020-02-02,39,3
2020-02-02,4,6
2020-02-02,5,59
2020-02-02,6,12
2020-02-02,7,27
2020-02-02,8,89
2020-02-02,9,225
2020-02-03,1,17
2020-02-03,10,24
2020-02-03,11,98
2020-02-03,12,30
2020-02-03,13,53
2020-02-03,14,148
2020-02-03,15,241
2020-02-03,16,74
2020-02-03,17,43
2020-02-03,18,19
2020-02-03,19,92
2020-02-03,2,62
2020-02-03,20,75
2020-02-03,21,129
2020-02-03,22,30
2020-02-03,23,28
2020-02-03,24,51
2020-02-03,25,44
2020-02-03,26,48
2020-02-03,27,21
2020-02-03,28,65
2020-02-03,29,6
2020-02-03,3,19
2020-02-03,30,2
2020-02-03,31,15
2020-02-03,32,29
2020-02-03,39,2
2020-02-03,4,11
2020-02-03,5,65
2020-02-03,6,14
2020-02-03,7,51
2020-02-03,8,88
2020-02-03,9,233
2020-02-04,1,17
2020-02-04,10,21
2020-02-04,11,92
2020-02-04,12,23
2020-02-04,13,60
2020-02-04,14,132
2020-02-04,15,242
2020-02-04,16,69
2020-02-04,17,45
2020-02-04,18,18
2020-02-04,19,104
2020-02-04,2,59
2020-02-04,20,76
2020-02-04,21,119
2020-02-04,22,38
2020-02-04,23,23
2020-02-04,24,65
2020-02-04,25,48
2020-02-04,26,64
2020-02-04,27,15
2020-02-04,28,53
2020-02-04,29,10
2020-02-04,3,14
2020-02-04,30,4
2020-02-04,31,31
2020-02-04,32,39
2020-02-04,39,2
2020-02-04,4,11
2020-02-04,5,43
2020-02-04,6,21
2020-02-04,7,53
2020-02-04,8,87
2020-02-04,9,210
2020-02-05,1,18
2020-02-05,10,24
2020-02-05,11,89
2020-02-05,12,18
2020-02-05,13,46
2020-02-05,14,156
2020-02-05,15,222
2020-02-05,16,81
2020-02-05,17,37
2020-02-05,18,14
2020-02-05,19,93
2020-02-05,2,54
2020-02-05,20,55
2020-02-05,21,116
2020-02-05,22,32
2020-02-05,23,16
2020-02-05,24,48
2020-02-05,25,53
2020-02-05,26,53
2020-02-05,27,16
2020-02-05,28,66
2020-02-05,29,9
2020-02-05,3,16
2020-02-05,30,2
2020-02-05,31,25
2020-02-05,32,30
2020-02-05,39,1
2020-02-05,4,12
2020-02-05,5,61
2020-02-05,6,13
2020-02-05,7,40
2020-02-05,8,82
2020-02-05,9,217
2020-02-06,1,15
2020-02-06,10,27
2020-02-06,11,89
2020-02-06,12,33
2020-02-06,13,38
2020-02-06,14,125
2020-02-06,15,237
2020-02-06,16,75
2020-02-06,17,41
2020-02-06,18,20
2020-02-06,19,72
2020-02-06,2,60
2020-02-06,20,63
2020-02-06,21,115
2020-02-06,22,37
2020-02-06,23,19
2020-02-06,24,54
2020-02-06,25,33
2020-02-06,26,72
2020-02-06,27,18
2020-02-06,28,55
2020-02-06,29,10
2020-02-06,3,11
2020-02-06,30,2
2020-02-06,31,30
2020-02-06,32,20
2020-02-06,39,5
2020-02-06,4,13
2020-02-06,5,56
2020-02-06,6,10
2020-02-06,7,52
2020-02-06,8,85
2020-02-06,9,227
2020-02-07,1,24
2020-02-07,10,29
2020-02-07,11,93
2020-02-07,12,25
2020-02-07,13,60
2020-02-07,14,143
2020-02-07,15,233
2020-02-07,16,64
2020-02-07,17,32
2020-02-07,18,13
2020-02-07,19,92
2020-02-07,2,67
2020-02-07,20,61
2020-02-07,21,115
2020-02-07,22,42
2020-02-07,23,24
2020-02-07,24,46
2020-02-07,25,52
2020-02-07,26,67
2020-02-07,27,10
2020-02-07,28,43
2020-02-07,29,15
2020-02-07,3,16
2020-02-07,30,6
2020-02-07,31,18
2020-02-07,32,34
2020-02-07,39,3
2020-02-07,4,7
2020-02-07,5,56
2020-02-07,6,14
2020-02-07,7,44
2020-02-07,8,85
2020-02-07,9,230
2020-02-08,1,18
2020-02-08,10,29
2020-02-08,11,96
2020-02-08,12,24
2020-02-08,13,50
2020-02-08,14,155
2020-02-08,15,258
2020-02-08,16,90
2020-02-08,17,36
2020-02-08,18,14
2020-02-08,19,108
2020-02-08,2,40
2020-02-08,20,63
2020-02-08,21,110
2020-02-08,22,49
2020-02-08,23,23
2020-02-08,24,47
2020-02-08,25,35
2020-02-08,26,70
2020-02-08,27,10
2020-02-08,28,62
