fecha,CVE_ENT,def_registradas
2020-02-09,15,253
2020-02-09,16,94
2020-02-09,17,40
2020-02-09,18,12
2020-02-09,19,97
2020-02-09,20,73
2020-02-09,21,138
2020-02-09,22,47
2020-02-09,23,20
2020-02-09,24,65
2020-02-09,25,41
2020-02-09,26,62
2020-02-09,27,46
2020-02-09,28,60
2020-02-09,29,17
2020-02-09,30,145
2020-02-09,31,32
2020-02-09,32,43
2020-02-10,01,17
2020-02-10,02,83
2020-02-10,03,14
2020-02-10,04,17
2020-02-10,05,66
2020-02-10,06,24
2020-02-10,07,78
2020-02-10,08,77
2020-02-10,09,222
2020-02-10,10,26
2020-02-10,11,115
2020-02-10,12,48
2020-02-10,13,56
2020-02-10,14,126
2020-02-10,15,251
2020-02-10,16,91
2020-02-10,17,42
2020-02-10,18,23
2020-02-10,19,105
2020-02-10,20,75
2020-02-10,21,151
2020-02-10,22,43
2020-02-10,23,18
2020-02-10,24,51
2020-02-10,25,43
2020-02-10,26,55
2020-02-10,27,45
2020-02-10,28,74
2020-02-10,29,16
2020-02-10,30,165
2020-02-10,31,39
2020-02-10,32,36
2020-02-11,01,29
2020-02-11,02,68
2020-02-11,03,15
2020-02-11,04,12
2020-02-11,05,59
2020-02-11,06,18
2020-02-11,07,64
2020-02-11,08,82
2020-02-11,09,242
2020-02-11,10,28
2020-02-11,11,130
2020-02-11,12,38
2020-02-11,13,56
2020-02-11,14,147
2020-02-11,15,232
2020-02-11,16,83
2020-02-11,17,40
2020-02-11,18,20
2020-02-11,19,82
2020-02-11,20,63
2020-02-11,21,113
2020-02-11,22,42
2020-02-11,23,22
2020-02-11,24,38
2020-02-11,25,35
2020-02-11,26,60
2020-02-11,27,37
2020-02-11,28,40
2020-02-11,29,11
2020-02-11,30,161
2020-02-11,31,34
2020-02-11,32,27
2020-02-12,01,19
2020-02-12,02,46
2020-02-12,03,15
2020-02-12,04,14
2020-02-12,05,51
2020-02-12,06,10
2020-02-12,07,71
2020-02-12,08,68
2020-02-12,09,229
2020-02-12,10,28
2020-02-12,11,115
2020-02-12,12,51
2020-02-12,13,52
2020-02-12,14,141
2020-02-12,15,233
2020-02-12,16,82
2020-02-12,17,47
2020-02-12,18,19
2020-02-12,19,63
2020-02-12,20,62
2020-02-12,21,133
2020-02-12,22,44
2020-02-12,23,16
2020-02-12,24,50
2020-02-12,25,46
2020-02-12,26,62
2020-02-12,27,42
2020-02-12,28,61
2020-02-12,29,22
2020-02-12,30,123
2020-02-12,31,32
2020-02-12,32,31
2020-02-13,01,18
2020-02-13,02,71
2020-02-13,03,15
2020-02-13,04,16
2020-02-13,05,46
2020-02-13,06,15
2020-02-13,07,65
2020-02-13,08,69
2020-02-13,09,227
2020-02-13,10,28
2020-02-13,11,139
2020-02-13,12,49
2020-02-13,13,39
2020-02-13,14,122
2020-02-13,15,226
2020-02-13,16,97
2020-02-13,17,36
2020-02-13,18,16
2020-02-13,19,69
2020-02-13,20,49
2020-02-13,21,123
2020-02-13,22,38
2020-02-13,23,15
2020-02-13,24,55
2020-02-13,25,38
2020-02-13,26,77
2020-02-13,27,43
2020-02-13,28,51
2020-02-13,29,15
2020-02-13,30,107
2020-02-13,31,29
2020-02-13,32,36
2020-02-14,01,12
2020-02-14,02,61
2020-02-14,03,13
2020-02-14,04,16
2020-02-14,05,56
2020-02-14,06,23
2020-02-14,07,39
2020-02-14,08,60
2020-02-14,09,198
2020-02-14,10,38
2020-02-14,11,117
2020-02-14,12,48
2020-02-14,13,48
2020-02-14,14,126
2020-02-14,15,206
2020-02-14,16,88
2020-02-14,17,37
2020-02-14,18,13
2020-02-14,19,81
2020-02-14,20,68
2020-02-14,21,128
2020-02-14,22,32
2020-02-14,23,21
2020-02-14,24,37
2020-02-14,25,43
2020-02-14,26,52
2020-02-14,27,32
2020-02-14,28,40
2020-02-14,29,17
2020-02-14,30,135
2020-02-14,31,35
2020-02-14,32,23
2020-02-15,01,24
2020-02-15,02,76
2020-02-15,03,10
2020-02-15,04,23
2020-02-15,05,68
2020-02-15,06,16
2020-02-15,07,42
2020-02-15,08,92
2020-02-15,09,247
2020-02-15,10,29
2020-02-15,11,117
2020-02-15,12,55
2020-02-15,13,53
2020-02-15,14,143
2020-02-15,15,224
2020-02-15,16,88
2020-02-15,17,54
2020-02-15,18,20
2020-02-15,19,90
2020-02-15,20,63
2020-02-15,21,92
2020-02-15,22,42
2020-02-15,23,29
2020-02-15,24,41
2020-02-15,25,54
2020-02-15,26,63
2020-02-15,27,39
2020-02-15,28,55
2020-02-15,29,26
2020-02-15,30,141
2020-02-15,31,43
2020-02-15,32,39
2020-02-16,01,22
2020-02-16,02,43
2020-02-16,03,17
2020-02-16,04,15
2020-02-16,05,51
2020-02-16,06,16
2020-02-16,07,69
2020-02-16,08,73
2020-02-16,09,194
2020-02-16,10,38
2020-02-16,11,137
2020-02-16,12,53
2020-02-16,13,42
2020-02-16,14,133
2020-02-16,15,209
2020-02-16,16,61
2020-02-16,17,38
2020-02-16,18,16
2020-02-16,19,101
2020-02-16,20,56
2020-02-16,21,113
2020-02-16,22,42
2020-02-16,23,16
2020-02-16,24,47
2020-02-16,25,51
2020-02-16,26,61
2020-02-16,27,35
2020-02-16,28,51
2020-02-16,29,14
2020-02-16,30,124
2020-02-16,31,47
2020-02-16,32,44
2020-02-17,01,19
2020-02-17,02,70
2020-02-17,03,13
2020-02-17,04,14
2020-02-17,05,58
2020-02-17,06,12
2020-02-17,07,75
2020-02-17,08,73
2020-02-17,09,219
2020-02-17,10,26
2020-02-17,11,142
2020-02-17,12,36
2020-02-17,13,54
2020-02-17,14,133
2020-02-17,15,213
2020-02-17,16,84
2020-02-17,17,45
2020-02-17,18,18
2020-02-17,19,88
2020-02-17,20,63
2020-02-17,21,133
2020-02-17,22,33
2020-02-17,23,28
2020-02-17,24,51
2020-02-17,25,52
2020-02-17,26,60
2020-02-17,27,36
2020-02-17,28,62
2020-02-17,29,23
2020-02-17,30,145
2020-02-17,31,30
2020-02-17,32,48
2020-02-18,01,33
2020-02-18,02,60
2020-02-18,03,8
2020-02-18,04,21
2020-02-18,05,64
2020-02-18,06,20
2020-02-18,07,57
2020-02-18,08,94
2020-02-18,09,221
2020-02-18,10,28
2020-02-18,11,128
2020-02-18,12,46
2020-02-18,13,55
2020-02-18,14,137
2020-02-18,15,231
2020-02-18,16,71
2020-02-18,17,35
2020-02-18,18,18
2020-02-18,19,77
2020-02-18,20,74
2020-02-18,21,120
2020-02-18,22,33
2020-02-18,23,15
2020-02-18,24,29
2020-02-18,25,50
2020-02-18,26,53
2020-02-18,27,35
2020-02-18,28,59
2020-02-18,29,16
2020-02-18,30,159
2020-02-18,31,39
2020-02-18,32,36
2020-02-19,01,16
2020-02-19,02,81
2020-02-19,03,11
2020-02-19,04,14
2020-02-19,05,60
2020-02-19,06,17
2020-02-19,07,73
2020-02-19,08,61
2020-02-19,09,218
2020-02-19,10,31
2020-02-19,11,120
2020-02-19,12,42
2020-02-19,13,52
2020-02-19,14,144
2020-02-19,15,205
2020-02-19,16,70
2020-02-19,17,37
2020-02-19,18,17
2020-02-19,19,87
2020-02-19,20,60
2020-02-19,21,122
2020-02-19,22,36
2020-02-19,23,18
2020-02-19,24,42
2020-02-19,25,39
2020-02-19,26,62
2020-02-19,27,33
2020-02-19,28,65
2020-02-19,29,15
2020-02-19,30,155
2020-02-19,31,32
2020-02-19,32,33
2020-02-20,01,19
2020-02-20,02,80
2020-02-20,03,12
2020-02-20,04,13
2020-02-20,05,46
2020-02-20,06,14
2020-02-20,07,63
2020-02-20,08,61
2020-02-20,09,211
2020-02-20,10,17
2020-02-20,11,120
2020-02-20,12,46
2020-02-20,13,45
2020-02-20,14,144
2020-02-20,15,214
2020-02-20,16,84
2020-02-20,17,38
2020-02-20,18,16
2020-02-20,19,77
2020-02-20,20,76
2020-02-20,21,113
2020-02-20,22,33
2020-02-20,23,28
2020-02-20,24,43
2020-02-20,25,48
2020-02-20,26,56
2020-02-20,27,47
2020-02-20,28,36
2020-02-20,29,21
2020-02-20,30,131
2020-02-20,31,38
2020-02-20,32,16
2020-02-21,01,15
2020-02-21,02,72
2020-02-21,03,13
2020-02-21,04,11
2020-02-21,05,62
2020-02-21,06,27
2020-02-21,07,45
2020-02-21,08,75
2020-02-21,09,207
2020-02-21,10,29
2020-02-21,11,108
2020-02-21,12,50
2020-02-21,13,39
2020-02-21,14,122
2020-02-21,15,204
2020-02-21,16,73
2020-02-21,17,36
2020-02-21,18,21
2020-02-21,19,93
2020-02-21,20,62
2020-02-21,21,125
2020-02-21,22,28
2020-02-21,23,18
2020-02-21,24,47
2020-02-21,25,37
2020-02-21,26,61
2020-02-21,27,39
2020-02-21,28,45
2020-02-21,29,16
2020-02-21,30,133
2020-02-21,31,30
2020-02-21,32,30
2020-02-22,01,18
2020-02-22,02,79
2020-02-22,03,7
2020-02-22,04,13
2020-02-22,05,40
2020-02-22,06,14
2020-02-22,07,48
2020-02-22,08,71
2020-02-22,09,219
2020-02-22,10,32
2020-02-22,11,107
2020-02-22,12,31
2020-02-22,13,36
2020-02-22,14,126
2020-02-22,15,246
2020-02-22,16,69
2020-02-22,17,38
2020-02-22,18,17
2020-02-22,19,99
2020-02-22,20,57
2020-02-22,21,111
2020-02-22,22,35
2020-02-22,23,22
2020-02-22,24,47
2020-02-22,25,49
2020-02-22,26,54
2020-02-22,27,33
2020-02-22,28,58
2020-02-22,29,14
2020-02-22,30,137
2020-02-22,31,32
2020-02-22,32,41
2020-02-23,01,19
2020-02-23,02,78
2020-02-23,03,10
2020-02-23,04,23
2020-02-23,05,53
2020-02-23,06,11
2020-02-23,07,82
2020-02-23,08,72
2020-02-23,09,203
2020-02-23,10,20
2020-02-23,11,95
2020-02-23,12,42
2020-02-23,13,48
2020-02-23,14,126
2020-02-23,15,246
2020-02-23,16,74
2020-02-23,17,40
2020-02-23,18,13
2020-02-23,19,81
2020-02-23,20,88
2020-02-23,21,155
2020-02-23,22,27
2020-02-23,23,23
2020-02-23,24,39
2020-02-23,25,52
2020-02-23,26,59
2020-02-23,27,48
2020-02-23,28,41
2020-02-23,29,18
2020-02-23,30,132
2020-02-23,31,37
2020-02-23,32,26
2020-02-24,01,19
2020-02-24,02,65
2020-02-24,03,11
2020-02-24,04,13
2020-02-24,05,55
2020-02-24,06,19
2020-02-24,07,67
2020-02-24,08,49
2020-02-24,09,220
2020-02-24,10,31
2020-02-24,11,106
2020-02-24,12,42
2020-02-24,13,50
2020-02-24,14,142
2020-02-24,15,206
2020-02-24,16,87
2020-02-24,17,31
2020-02-24,18,23
2020-02-24,19,75
2020-02-24,20,68
2020-02-24,21,165
2020-02-24,22,47
2020-02-24,23,16
2020-02-24,24,52
2020-02-24,25,46
2020-02-24,26,74
2020-02-24,27,35
2020-02-24,28,60
2020-02-24,29,15
2020-02-24,30,172
2020-02-24,31,37
2020-02-24,32,31
2020-02-25,01,21
2020-02-25,02,61
2020-02-25,03,14
2020-02-25,04,12
2020-02-25,05,38
2020-02-25,06,17
2020-02-25,07,56
2020-02-25,08,66
2020-02-25,09,213
2020-02-25,10,24
2020-02-25,11,113
2020-02-25,12,47
2020-02-25,13,44
2020-02-25,14,126
2020-02-25,15,234
2020-02-25,16,74
2020-02-25,17,40
2020-02-25,18,24
2020-02-25,19,87
2020-02-25,20,74
2020-02-25,21,149
2020-02-25,22,37
2020-02-25,23,28
2020-02-25,24,51
2020-02-25,25,37
2020-02-25,26,48
2020-02-25,27,40
2020-02-25,28,54
2020-02-25,29,17
2020-02-25,30,119
2020-02-25,31,47
2020-02-25,32,32
2020-02-26,01,15
2020-02-26,02,57
2020-02-26,03,8
2020-02-26,04,13
2020-02-26,05,49
2020-02-26,06,10
2020-02-26,07,72
2020-02-26,08,55
2020-02-26,09,182
2020-02-26,10,24
2020-02-26,11,99
2020-02-26,12,44
2020-02-26,13,35
2020-02-26,14,95
2020-02-26,15,208
2020-02-26,16,63
2020-02-26,17,33
2020-02-26,18,16
2020-02-26,19,77
2020-02-26,20,62
2020-02-26,21,108
2020-02-26,22,33
2020-02-26,23,31
2020-02-26,24,37
2020-02-26,25,51
2020-02-26,26,47
2020-02-26,27,40
2020-02-26,28,48
2020-02-26,29,23
2020-02-26,30,127
2020-02-26,31,34
2020-02-26,32,31
2020-02-27,01,18
2020-02-27,02,70
2020-02-27,03,11
2020-02-27,04,12
2020-02-27,05,59
2020-02-27,06,12
2020-02-27,07,65
2020-02-27,08,71
2020-02-27,09,185
2020-02-27,10,29
2020-02-27,11,104
2020-02-27,12,34
2020-02-27,13,37
2020-02-27,14,110
2020-02-27,15,214
2020-02-27,16,61
2020-02-27,17,36
2020-02-27,18,16
2020-02-27,19,76
2020-02-27,20,66
2020-02-27,21,115
2020-02-27,22,35
2020-02-27,23,24
2020-02-27,24,36
2020-02-27,25,46
2020-02-27,26,62
2020-02-27,27,28
2020-02-27,28,48
2020-02-27,29,14
2020-02-27,30,149
2020-02-27,31,26
2020-02-27,32,27
2020-02-28,01,23
2020-02-28,02,71
2020-02-28,03,6
2020-02-28,04,11
2020-02-28,05,46
2020-02-28,06,15
2020-02-28,07,43
2020-02-28,08,65
2020-02-28,09,183
2020-02-28,10,29
2020-02-28,11,126
2020-02-28,12,36
2020-02-28,13,51
2020-02-28,14,119
2020-02-28,15,234
2020-02-28,16,85
2020-02-28,17,33
2020-02-28,18,18
2020-02-28,19,82
2020-02-28,20,61
2020-02-28,21,157
2020-02-28,22,21
2020-02-28,23,23
2020-02-28,24,39
2020-02-28,25,34
2020-02-28,26,55
2020-02-28,27,44
2020-02-28,28,47
2020-02-28,29,10
2020-02-28,30,123
2020-02-28,31,32
2020-02-28,32,22
2020-02-29,01,21
2020-02-29,02,48
2020-02-29,03,9
2020-02-29,04,8
2020-02-29,05,44
2020-02-29,06,19
2020-02-29,07,57
2020-02-29,08,66
2020-02-29,09,200
2020-02-29,10,16
2020-02-29,11,104
2020-02-29,12,65
2020-02-29,13,48
2020-02-29,14,130
2020-02-29,15,213
2020-02-29,16,81
2020-02-29,17,33
2020-02-29,18,9
2020-02-29,19,91
2020-02-29,20,58
2020-02-29,21,116
2020-02-29,22,31
2020-02-29,23,20
2020-02-29,24,41
2020-02-29,25,42
2020-02-29,26,61
2020-02-29,27,40
2020-02-29,28,61
2020-02-29,29,12
2020-02-29,30,146
2020-02-29,31,24
2020-02-29,32,30
2020-03-01,01,17
2020-03-01,02,54
2020-03-01,03,10
2020-03-01,04,7
2020-03-01,05,48
2020-03-01,06,11
2020-03-01,07,65
2020-03-01,08,94
2020-03-01,09,159
2020-03-01,10,30
2020-03-01,11,126
2020-03-01,12,63
2020-03-01,13,42
2020-03-01,14,115
2020-03-01,15,203
2020-03-01,16,84
2020-03-01,17,36
2020-03-01,18,15
2020-03-01,19,111
2020-03-01,20,63
2020-03-01,21,150
2020-03-01,22,25
2020-03-01,23,14
2020-03-01,24,64
2020-03-01,25,51
2020-03-01,26,53
2020-03-01,27,39
2020-03-01,28,52
2020-03-01,29,11
2020-03-01,30,172
2020-03-01,31,29
2020-03-01,32,36
2020-03-02,01,24
2020-03-02,02,65
2020-03-02,03,15
2020-03-02,04,15
2020-03-02,05,52
2020-03-02,06,14
2020-03-02,07,77
2020-03-02,08,74
2020-03-02,09,215
2020-03-02,10,22
2020-03-02,11,140
2020-03-02,12,44
2020-03-02,13,41
2020-03-02,14,137
2020-03-02,15,243
2020-03-02,16,96
2020-03-02,17,32
2020-03-02,18,11
2020-03-02,19,98
2020-03-02,20,61
2020-03-02,21,124
2020-03-02,22,33
2020-03-02,23,17
2020-03-02,24,28
2020-03-02,25,35
2020-03-02,26,65
2020-03-02,27,45
2020-03-02,28,49
2020-03-02,29,19
2020-03-02,30,164
2020-03-02,31,47
2020-03-02,32,30
2020-03-03,01,15
2020-03-03,02,71
2020-03-03,03,6
2020-03-03,04,19
2020-03-03,05,46
2020-03-03,06,11
2020-03-03,07,66
2020-03-03,08,78
2020-03-03,09,218
2020-03-03,10,29
2020-03-03,11,102
2020-03-03,12,45
2020-03-03,13,56
2020-03-03,14,132
2020-03-03,15,233
2020-03-03,16,79
2020-03-03,17,38
2020-03-03,18,12
2020-03-03,19,104
2020-03-03,20,80
2020-03-03,21,123
2020-03-03,22,34
2020-03-03,23,11
2020-03-03,24,45
2020-03-03,25,41
2020-03-03,26,38
2020-03-03,27,35
2020-03-03,28,51
2020-03-03,29,20
2020-03-03,30,176
2020-03-03,31,43
2020-03-03,32,26
2020-03-04,01,12
2020-03-04,02,55
2020-03-04,03,11
2020-03-04,04,19
2020-03-04,05,42
2020-03-04,06,16
2020-03-04,07,59
2020-03-04,08,64
2020-03-04,09,209
2020-03-04,10,25
2020-03-04,11,125
2020-03-04,12,40
2020-03-04,13,40
2020-03-04,14,146
2020-03-04,15,213
2020-03-04,16,62
2020-03-04,17,35
2020-03-04,18,22
2020-03-04,19,91
2020-03-04,20,81
2020-03-04,21,126
2020-03-04,22,34
2020-03-04,23,18
2020-03-04,24,42
2020-03-04,25,38
2020-03-04,26,51
2020-03-04,27,39
2020-03-04,28,57
2020-03-04,29,23
2020-03-04,30,182
2020-03-04,31,36
2020-03-04,32,24
2020-03-05,01,13
2020-03-05,02,61
2020-03-05,03,10
2020-03-05,04,13
2020-03-05,05,47
2020-03-05,06,12
2020-03-05,07,61
2020-03-05,08,69
2020-03-05,09,195
2020-03-05,10,14
2020-03-05,11,126
2020-03-05,12,46
2020-03-05,13,43
2020-03-05,14,144
2020-03-05,15,219
2020-03-05,16,62
2020-03-05,17,43
2020-03-05,18,14
2020-03-05,19,77
2020-03-05,20,55
2020-03-05,21,152
2020-03-05,22,31
2020-03-05,23,17
2020-03-05,24,31
2020-03-05,25,44
2020-03-05,26,60
2020-03-05,27,49
2020-03-05,28,50
2020-03-05,29,17
2020-03-05,30,131
2020-03-05,31,25
2020-03-05,32,24
2020-03-06,01,20
2020-03-06,02,64
2020-03-06,03,18
2020-03-06,04,6
2020-03-06,05,42
2020-03-06,06,14
2020-03-06,07,46
2020-03-06,08,57
2020-03-06,09,179
2020-03-06,10,22
2020-03-06,11,107
2020-03-06,12,38
2020-03-06,13,45
2020-03-06,14,119
2020-03-06,15,203
2020-03-06,16,77
2020-03-06,17,36
2020-03-06,18,17
2020-03-06,19,74
2020-03-06,20,62
2020-03-06,21,110
2020-03-06,22,23
2020-03-06,23,12
2020-03-06,24,39
2020-03-06,25,45
2020-03-06,26,70
2020-03-06,27,39
2020-03-06,28,47
2020-03-06,29,16
2020-03-06,30,123
2020-03-06,31,32
2020-03-06,32,35
2020-03-07,01,21
2020-03-07,02,67
2020-03-07,03,13
2020-03-07,04,7
2020-03-07,05,40
2020-03-07,06,13
2020-03-07,07,47
2020-03-07,08,69
2020-03-07,09,175
2020-03-07,10,17
2020-03-07,11,99
2020-03-07,12,36
2020-03-07,13,40
2020-03-07,14,109
2020-03-07,15,212
2020-03-07,16,74
2020-03-07,17,39
2020-03-07,18,14
2020-03-07,19,81
2020-03-07,20,56
2020-03-07,21,96
2020-03-07,22,31
2020-03-07,23,24
2020-03-07,24,45
2020-03-07,25,35
2020-03-07,26,53
2020-03-07,27,33
2020-03-07,28,44
2020-03-07,29,18
2020-03-07,30,155
2020-03-07,31,36
2020-03-07,32,26
2020-03-08,01,13
2020-03-08,02,61
2020-03-08,03,16
2020-03-08,04,10
2020-03-08,05,61
2020-03-08,06,11
2020-03-08,07,79
2020-03-08,08,80
2020-03-08,09,215
2020-03-08,10,28
2020-03-08,11,120
2020-03-08,12,39
2020-03-08,13,34
2020-03-08,14,104
2020-03-08,15,246
2020-03-08,16,80
2020-03-08,17,26
2020-03-08,18,16
2020-03-08,19,66
2020-03-08,20,64
2020-03-08,21,132
2020-03-08,22,29
2020-03-08,23,22
2020-03-08,24,41
2020-03-08,25,49
2020-03-08,26,41
2020-03-08,27,41
2020-03-08,28,52
2020-03-08,29,16
2020-03-08,30,136
2020-03-08,31,53
2020-03-08,32,36
2020-03-09,01,21
2020-03-09,02,67
2020-03-09,03,8
2020-03-09,04,16
2020-03-09,05,41
2020-03-09,06,11
2020-03-09,07,63
2020-03-09,08,70
2020-03-09,09,213
2020-03-09,10,22
2020-03-09,11,128
2020-03-09,12,30
2020-03-09,13,56
2020-03-09,14,154
2020-03-09,15,211
2020-03-09,16,75
2020-03-09,17,38
2020-03-09,18,18
2020-03-09,19,76
2020-03-09,20,74
2020-03-09,21,117
2020-03-09,22,30
2020-03-09,23,14
2020-03-09,24,40
2020-03-09,25,43
2020-03-09,26,52
2020-03-09,27,56
2020-03-09,28,51
2020-03-09,29,12
2020-03-09,30,159
2020-03-09,31,33
2020-03-09,32,24
2020-03-10,01,12
2020-03-10,02,53
2020-03-10,03,14
2020-03-10,04,14
2020-03-10,05,54
2020-03-10,06,10
2020-03-10,07,62
2020-03-10,08,62
2020-03-10,09,195
2020-03-10,10,21
2020-03-10,11,99
2020-03-10,12,48
2020-03-10,13,34
2020-03-10,14,139
2020-03-10,15,208
2020-03-10,16,85
2020-03-10,17,41
2020-03-10,18,21
2020-03-10,19,61
2020-03-10,20,63
2020-03-10,21,128
2020-03-10,22,23
2020-03-10,23,17
2020-03-10,24,44
2020-03-10,25,42
2020-03-10,26,62
2020-03-10,27,28
2020-03-10,28,45
2020-03-10,29,19
2020-03-10,30,123
2020-03-10,31,34
2020-03-10,32,23
2020-03-11,01,17
2020-03-11,02,54
2020-03-11,03,8
2020-03-11,04,10
2020-03-11,05,47
2020-03-11,06,11
2020-03-11,07,57
2020-03-11,08,67
2020-03-11,09,224
2020-03-11,10,23
2020-03-11,11,92
2020-03-11,12,35
2020-03-11,13,40
2020-03-11,14,137
2020-03-11,15,206
2020-03-11,16,100
2020-03-11,17,35
2020-03-11,18,17
2020-03-11,19,81
2020-03-11,20,67
2020-03-11,21,118
2020-03-11,22,34
2020-03-11,23,14
2020-03-11,24,50
2020-03-11,25,45
2020-03-11,26,60
2020-03-11,27,43
2020-03-11,28,54
2020-03-11,29,14
2020-03-11,30,171
2020-03-11,31,29
2020-03-11,32,26
2020-03-12,01,21
2020-03-12,02,56
2020-03-12,03,10
2020-03-12,04,9
2020-03-12,05,43
2020-03-12,06,11
2020-03-12,07,63
2020-03-12,08,80
2020-03-12,09,225
2020-03-12,10,30
2020-03-12,11,107
2020-03-12,12,48
2020-03-12,13,43
2020-03-12,14,135
2020-03-12,15,232
2020-03-12,16,62
2020-03-12,17,36
2020-03-12,18,6
2020-03-12,19,77
2020-03-12,20,60
2020-03-12,21,128
2020-03-12,22,34
2020-03-12,23,5
2020-03-12,24,35
2020-03-12,25,34
2020-03-12,26,50
2020-03-12,27,37
2020-03-12,28,52
2020-03-12,29,14
2020-03-12,30,141
2020-03-12,31,32
2020-03-12,32,32
2020-03-13,01,24
2020-03-13,02,52
2020-03-13,03,15
2020-03-13,04,15
2020-03-13,05,42
2020-03-13,06,22
2020-03-13,07,69
2020-03-13,08,75
2020-03-13,09,216
2020-03-13,10,21
2020-03-13,11,110
2020-03-13,12,56
2020-03-13,13,37
2020-03-13,14,126
2020-03-13,15,227
2020-03-13,16,89
2020-03-13,17,48
2020-03-13,18,16
2020-03-13,19,89
2020-03-13,20,53
2020-03-13,21,108
2020-03-13,22,37
2020-03-13,23,15
2020-03-13,24,42
2020-03-13,25,29
2020-03-13,26,52
2020-03-13,27,43
2020-03-13,28,37
2020-03-13,29,14
2020-03-13,30,135
2020-03-13,31,35
2020-03-13,32,35
2020-03-14,01,24
2020-03-14,02,63
2020-03-14,03,7
2020-03-14,04,10
2020-03-14,05,48
2020-03-14,06,14
2020-03-14,07,48
2020-03-14,08,70
2020-03-14,09,226
2020-03-14,10,18
2020-03-14,11,95
2020-03-14,12,59
2020-03-14,13,42
2020-03-14,14,113
2020-03-14,15,211
2020-03-14,16,69
2020-03-14,17,45
2020-03-14,18,12
2020-03-14,19,82
2020-03-14,20,60
2020-03-14,21,135
2020-03-14,22,24
2020-03-14,23,13
2020-03-14,24,37
2020-03-14,25,43
2020-03-14,26,41
2020-03-14,27,42
2020-03-14,28,33
2020-03-14,29,15
2020-03-14,30,145
2020-03-14,31,42
2020-03-14,32,34
2020-03-15,01,13
2020-03-15,02,63
2020-03-15,03,13
2020-03-15,04,13
2020-03-15,05,49
2020-03-15,06,9
2020-03-15,07,35
2020-03-15,08,81
2020-03-15,09,201
2020-03-15,10,24
2020-03-15,11,110
2020-03-15,12,49
2020-03-15,13,43
2020-03-15,14,111
2020-03-15,15,216
2020-03-15,16,72
2020-03-15,17,49
2020-03-15,18,27
2020-03-15,19,75
2020-03-15,20,73
2020-03-15,21,136
2020-03-15,22,40
2020-03-15,23,20
2020-03-15,24,39
2020-03-15,25,37
2020-03-15,26,51
2020-03-15,27,42
2020-03-15,28,44
2020-03-15,29,19
2020-03-15,30,144
2020-03-15,31,39
2020-03-15,32,32
2020-03-16,01,18
2020-03-16,02,77
2020-03-16,03,8
2020-03-16,04,13
2020-03-16,05,34
2020-03-16,06,12
2020-03-16,07,71
2020-03-16,08,69
2020-03-16,09,186
2020-03-16,10,21
2020-03-16,11,100
2020-03-16,12,40
2020-03-16,13,32
2020-03-16,14,114
2020-03-16,15,206
2020-03-16,16,68
2020-03-16,17,44
2020-03-16,18,14
2020-03-16,19,70
2020-03-16,20,68
2020-03-16,21,124
2020-03-16,22,44
2020-03-16,23,12
2020-03-16,24,46
2020-03-16,25,35
2020-03-16,26,39
2020-03-16,27,31
2020-03-16,28,35
2020-03-16,29,13
2020-03-16,30,124
2020-03-16,31,34
2020-03-16,32,20
2020-03-17,01,13
2020-03-17,02,67
2020-03-17,03,7
2020-03-17,04,19
2020-03-17,05,45
2020-03-17,06,11
2020-03-17,07,65
2020-03-17,08,64
2020-03-17,09,205
2020-03-17,10,16
2020-03-17,11,97
2020-03-17,12,36
2020-03-17,13,51
2020-03-17,14,118
2020-03-17,15,225
2020-03-17,16,81
2020-03-17,17,47
2020-03-17,18,16
2020-03-17,19,90
2020-03-17,20,63
2020-03-17,21,114
2020-03-17,22,21
2020-03-17,23,17
2020-03-17,24,31
2020-03-17,25,34
2020-03-17,26,53
2020-03-17,27,40
2020-03-17,28,43
2020-03-17,29,16
2020-03-17,30,165
2020-03-17,31,31
2020-03-17,32,24
2020-03-18,01,22
2020-03-18,02,59
2020-03-18,03,6
2020-03-18,04,19
2020-03-18,05,36
2020-03-18,06,14
2020-03-18,07,62
2020-03-18,08,67
2020-03-18,09,206
2020-03-18,10,34
2020-03-18,11,95
2020-03-18,12,44
2020-03-18,13,42
2020-03-18,14,100
2020-03-18,15,201
2020-03-18,16,66
2020-03-18,17,39
2020-03-18,18,16
2020-03-18,19,78
2020-03-18,20,67
2020-03-18,21,113
2020-03-18,22,27
2020-03-18,23,12
2020-03-18,24,31
2020-03-18,25,39
2020-03-18,26,48
2020-03-18,27,22
2020-03-18,28,36
2020-03-18,29,14
2020-03-18,30,152
2020-03-18,31,30
2020-03-18,32,30
2020-03-19,01,10
2020-03-19,02,55
2020-03-19,03,14
2020-03-19,04,14
2020-03-19,05,35
2020-03-19,06,21
2020-03-19,07,64
2020-03-19,08,60
2020-03-19,09,189
2020-03-19,10,23
2020-03-19,11,100
2020-03-19,12,38
2020-03-19,13,30
2020-03-19,14,119
2020-03-19,15,217
2020-03-19,16,69
2020-03-19,17,39
2020-03-19,18,18
2020-03-19,19,79
2020-03-19,20,55
2020-03-19,21,111
2020-03-19,22,37
2020-03-19,23,18
2020-03-19,24,39
2020-03-19,25,36
2020-03-19,26,38
2020-03-19,27,38
2020-03-19,28,44
2020-03-19,29,15
2020-03-19,30,137
2020-03-19,31,35
2020-03-19,32,23
2020-03-20,01,18
2020-03-20,02,77
2020-03-20,03,6
2020-03-20,04,9
2020-03-20,05,49
